User Name,Join time,Leave time,Duration(Minutes),Attentiveness Score
dennis dunphy,3/8/2022 10:56,3/8/2022 12:15,80,
carl lucas,3/8/2022 10:56,3/8/2022 11:05,9,
gene lorrene,3/8/2022 10:56,3/8/2022 12:16,80,
pietro maximoff,3/8/2022 10:56,3/8/2022 12:07,71,
marc spector,3/8/2022 10:57,3/8/2022 12:17,81,
samuel thomas wilson,3/8/2022 10:57,3/8/2022 12:16,80,
bonita juarez,3/8/2022 10:57,3/8/2022 12:15,79,
doug taggert,3/8/2022 10:57,3/8/2022 11:00,4,
scott edward harris lang,3/8/2022 10:57,3/8/2022 12:15,79,
vance astrovik,3/8/2022 10:57,3/8/2022 11:32,36,
dane whitman,3/8/2022 10:57,3/8/2022 12:37,101,
jim hammond,3/8/2022 10:57,3/8/2022 12:14,77,
vance astrovik,3/8/2022 10:58,3/8/2022 11:59,62,
peter benjamin parker,3/8/2022 10:58,3/8/2022 12:13,76,
thor odinson,3/8/2022 10:58,3/8/2022 12:16,78,
moira brandon,3/8/2022 10:58,3/8/2022 12:16,79,
jocasta,3/8/2022 10:58,3/8/2022 11:54,56,
brandt,3/8/2022 10:58,3/8/2022 10:59,1,
eros,3/8/2022 10:58,3/8/2022 12:14,77,
circe,3/8/2022 10:58,3/8/2022 12:13,75,
clinton francis barton,3/8/2022 10:58,3/8/2022 12:15,77,
t'challa,3/8/2022 10:58,3/8/2022 12:16,79,
robert bruce banner,3/8/2022 10:58,3/8/2022 12:04,66,
heather douglas,3/8/2022 10:58,3/8/2022 12:02,65,
greg willis,3/8/2022 10:58,3/8/2022 12:11,73,
charlie-27,3/8/2022 10:59,3/8/2022 12:14,76,
miguel santos,3/8/2022 10:59,3/8/2022 11:17,19,
wendell elvis vaughn,3/8/2022 10:59,3/8/2022 12:02,64,
anthony ludgate druid,3/8/2022 10:59,3/8/2022 12:17,78,
brandt,3/8/2022 10:59,3/8/2022 12:15,77,
wade wilson,3/8/2022 10:59,3/8/2022 12:04,66,
craig hollis,3/8/2022 10:59,3/8/2022 12:18,79,
ravonna lexus renslayer,3/8/2022 10:59,3/8/2022 12:16,77,
reed richards,3/8/2022 11:00,3/8/2022 12:01,61,
veranke,3/8/2022 11:00,3/8/2022 11:45,45,
simon williams,3/8/2022 11:01,3/8/2022 11:31,31,
doug taggert,3/8/2022 11:01,3/8/2022 12:19,78,
dorreen green,3/8/2022 11:01,3/8/2022 11:01,1,
phillip javert,3/8/2022 11:02,3/8/2022 11:07,6,
dorreen green,3/8/2022 11:02,3/8/2022 11:03,1,
phillip javert,3/8/2022 11:07,3/8/2022 11:09,2,
phillip javert,3/8/2022 11:09,3/8/2022 11:12,3,
phillip javert,3/8/2022 11:12,3/8/2022 12:29,78,
carl lucas,3/8/2022 11:14,3/8/2022 12:15,62,
carl lucas,3/8/2022 11:05,3/8/2022 11:14,9,
dorreen green,3/8/2022 11:05,3/8/2022 12:22,77,
heracles,3/8/2022 11:05,3/8/2022 12:21,76,
"""giulietta nefaria""",3/8/2022 11:29,3/8/2022 12:21,52,
elvin haliday,3/8/2022 12:08,3/8/2022 12:25,17,
jacques duquesne,3/8/2022 12:18,3/8/2022 12:21,4,
