User Name,Join time,Leave time,Duration(Minutes),Attentiveness Score
robert l. frank sr.,2/1/2022 10:56,2/1/2022 11:08,13,
dane whitman,2/1/2022 10:56,2/1/2022 12:10,74,
charlie-27,2/1/2022 10:56,2/1/2022 12:10,75,
martinex t'naga,2/1/2022 10:56,2/1/2022 12:10,74,
greg willis,2/1/2022 10:56,2/1/2022 12:10,74,
eric kevin masterson,2/1/2022 10:57,2/1/2022 12:10,74,
vance astrovik,2/1/2022 10:57,2/1/2022 12:10,73,
vance astrovik,2/1/2022 10:57,2/1/2022 12:10,74,
marrina smallwood,2/1/2022 10:57,2/1/2022 12:10,73,
bonita juarez,2/1/2022 10:57,2/1/2022 12:10,73,
ashley crawford,2/1/2022 10:57,2/1/2022 12:26,89,
"anthony edward ""tony"" stark",2/1/2022 10:58,2/1/2022 12:10,73,
ravonna lexus renslayer,2/1/2022 10:58,2/1/2022 12:10,73,
miguel santos,2/1/2022 10:58,2/1/2022 12:05,67,
circe,2/1/2022 10:58,2/1/2022 12:11,74,
dennis dunphy,2/1/2022 10:58,2/1/2022 12:10,72,
brandt,2/1/2022 10:58,2/1/2022 12:10,73,
robert bruce banner,2/1/2022 10:58,2/1/2022 12:10,72,
heather douglas,2/1/2022 10:58,2/1/2022 12:10,72,
wade wilson,2/1/2022 10:58,2/1/2022 12:18,80,
yondu udonta,2/1/2022 10:58,2/1/2022 12:10,73,
barbara barton,2/1/2022 10:58,2/1/2022 11:00,2,
demarr davis,2/1/2022 10:59,2/1/2022 12:10,72,
giulietta nefaria,2/1/2022 10:59,2/1/2022 12:10,72,
christopher powell,2/1/2022 10:59,2/1/2022 12:10,72,
thor odinson,2/1/2022 10:59,2/1/2022 12:10,72,
nicholette gold,2/1/2022 10:59,2/1/2022 12:08,70,
jocasta,2/1/2022 11:00,2/1/2022 12:13,74,
anthony ludgate druid,2/1/2022 11:00,2/1/2022 12:11,72,
peter benjamin parker,2/1/2022 11:00,2/1/2022 11:39,40,
"henry jonathan ""hank"" pym",2/1/2022 11:00,2/1/2022 12:10,71,
marc spector,2/1/2022 11:00,2/1/2022 12:10,71,
veranke,2/1/2022 11:00,2/1/2022 12:10,70,
crystal amaquelin maximoff,2/1/2022 11:00,2/1/2022 12:10,70,
richard milhouse jones,2/1/2022 11:00,2/1/2022 11:06,7,
barbara barton,2/1/2022 11:00,2/1/2022 12:10,70,
kelsey leigh shorr,2/1/2022 11:02,2/1/2022 12:49,108,
phillip javert,2/1/2022 11:02,2/1/2022 12:11,69,
susan richards,2/1/2022 11:02,2/1/2022 12:10,69,
dorreen green,2/1/2022 11:02,2/1/2022 11:05,3,
val ventura,2/1/2022 11:03,2/1/2022 11:58,55,
richard milhouse jones,2/1/2022 11:06,2/1/2022 12:04,58,
julia carpenter,2/1/2022 11:11,2/1/2022 12:10,60,
pietro maximoff,2/1/2022 11:17,2/1/2022 12:10,54,
eros,2/1/2022 11:24,2/1/2022 12:12,48,
wendell elvis vaughn,2/1/2022 11:37,2/1/2022 12:10,34,
peter benjamin parker,2/1/2022 11:49,2/1/2022 12:11,23,
val ventura,2/1/2022 11:58,2/1/2022 12:12,14,
craig hollis,2/1/2022 12:00,2/1/2022 12:10,10,
matthew liebowitz,2/1/2022 12:03,2/1/2022 12:10,7,
richard milhouse jones,2/1/2022 12:04,2/1/2022 12:10,7,
miguel santos,2/1/2022 12:05,2/1/2022 12:06,1,
miguel santos,2/1/2022 12:06,2/1/2022 12:10,5,
wanda maximoff,2/1/2022 12:16,2/1/2022 12:49,33,
